epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1710.89,0.58064,0.34303,0.82197,0.9957,0.9945,0.99484,0.91222,0.45148,0.27339,0.79526,0.000742815,0.000742815,0.000742815
30,1765.35,0.56261,0.33592,0.82044,0.99541,0.99582,0.99485,0.91032,0.45997,0.2715,0.7961,0.000709809,0.000709809,0.000709809
31,1817.93,0.5726,0.33952,0.82154,0.99658,0.99557,0.9949,0.91896,0.43554,0.26184,0.793,0.000676802,0.000676802,0.000676802
32,1870.89,0.55252,0.33155,0.81776,0.99532,0.99565,0.99481,0.91794,0.44426,0.26491,0.79397,0.000643795,0.000643795,0.000643795
33,1923.86,0.54762,0.32797,0.81732,0.99402,0.99509,0.99481,0.92402,0.43049,0.26098,0.79307,0.000610789,0.000610789,0.000610789
34,1977.01,0.54897,0.32733,0.81743,0.99667,0.9973,0.99493,0.92859,0.42005,0.25193,0.79089,0.000577782,0.000577782,0.000577782
35,2030.07,0.54026,0.32385,0.81709,0.99716,0.9967,0.9949,0.92711,0.42181,0.2498,0.79084,0.000544776,0.000544776,0.000544776
36,2091.97,0.52526,0.31887,0.81394,0.99702,0.99594,0.99487,0.93188,0.40346,0.24579,0.78846,0.000511769,0.000511769,0.000511769
37,2145.42,0.52201,0.31539,0.81312,0.99733,0.99634,0.99491,0.93195,0.41209,0.24807,0.78947,0.000478762,0.000478762,0.000478762
38,2202.02,0.51686,0.31185,0.81221,0.99704,0.99708,0.99491,0.93503,0.39744,0.24195,0.78766,0.000445756,0.000445756,0.000445756
39,2259.34,0.50443,0.30599,0.81118,0.99787,0.99752,0.99493,0.94216,0.38183,0.23688,0.78605,0.000412749,0.000412749,0.000412749
40,2317.98,0.49825,0.30412,0.80999,0.99804,0.99732,0.99489,0.94473,0.37684,0.23388,0.78578,0.000379743,0.000379743,0.000379743
41,2409.11,0.47439,0.2865,0.80082,0.99773,0.99611,0.99489,0.93578,0.40061,0.24158,0.78674,0.000346736,0.000346736,0.000346736
42,2457.54,0.44351,0.27115,0.79683,0.99717,0.99723,0.99487,0.94531,0.38061,0.23563,0.78519,0.000313729,0.000313729,0.000313729
43,2505.8,0.43537,0.26656,0.79487,0.99681,0.99699,0.99491,0.94563,0.37569,0.23235,0.78442,0.000280723,0.000280723,0.000280723
44,2554.24,0.4247,0.26154,0.79432,0.9979,0.99703,0.99492,0.95114,0.36066,0.22712,0.78319,0.000247716,0.000247716,0.000247716
45,2602.71,0.41166,0.25639,0.79361,0.99788,0.99743,0.99489,0.95268,0.35581,0.22483,0.78255,0.00021471,0.00021471,0.00021471
46,2651.41,0.40256,0.25253,0.79149,0.9981,0.99725,0.99491,0.95445,0.34439,0.21963,0.78184,0.000181703,0.000181703,0.000181703
47,2699.5,0.3968,0.24957,0.79032,0.9981,0.99769,0.99491,0.95733,0.33899,0.21675,0.7808,0.000148696,0.000148696,0.000148696
48,2747.28,0.39046,0.24733,0.78942,0.99796,0.99745,0.9949,0.95854,0.33603,0.21568,0.78046,0.00011569,0.00011569,0.00011569
49,2795.91,0.38016,0.24327,0.78778,0.9983,0.99771,0.99492,0.96126,0.32869,0.21359,0.77956,8.26832e-05,8.26832e-05,8.26832e-05
50,2844.38,0.37379,0.24027,0.78837,0.99837,0.99741,0.99492,0.96218,0.32439,0.21109,0.77924,4.96766e-05,4.96766e-05,4.96766e-05
