epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1122.46,0.66132,0.38679,0.83694,0.99215,0.98975,0.99455,0.86926,0.56776,0.32101,0.80967,0.00100687,0.00100687,0.00100687
22,1174.76,0.64663,0.38091,0.83499,0.99249,0.99271,0.99444,0.89333,0.51152,0.30347,0.80273,0.000973861,0.000973861,0.000973861
23,1229.18,0.62429,0.36708,0.83138,0.98635,0.98849,0.9941,0.88833,0.52904,0.31618,0.80395,0.000940855,0.000940855,0.000940855
24,1279.7,0.62876,0.36627,0.83096,0.99214,0.99141,0.9944,0.88357,0.54055,0.3093,0.80722,0.000907848,0.000907848,0.000907848
25,1330.18,0.61771,0.36307,0.82965,0.99355,0.99367,0.99469,0.89383,0.50833,0.29444,0.80108,0.000874842,0.000874842,0.000874842
26,1380.67,0.60513,0.35521,0.82705,0.9937,0.99249,0.99473,0.89835,0.50921,0.29042,0.80079,0.000841835,0.000841835,0.000841835
27,1431.63,0.58538,0.34606,0.82423,0.9909,0.99188,0.99457,0.9021,0.49749,0.29019,0.79983,0.000808828,0.000808828,0.000808828
28,1482.39,0.58683,0.34895,0.82432,0.9942,0.99301,0.99472,0.90689,0.47333,0.27959,0.79619,0.000775822,0.000775822,0.000775822
29,1535.98,0.5807,0.34455,0.82194,0.99563,0.99463,0.99476,0.90317,0.48319,0.28321,0.79722,0.000742815,0.000742815,0.000742815
30,1586.41,0.56636,0.33797,0.82037,0.99072,0.99249,0.99451,0.9089,0.46892,0.27848,0.79556,0.000709809,0.000709809,0.000709809
31,1636.44,0.55677,0.3319,0.8198,0.99481,0.99447,0.99477,0.9128,0.45492,0.26925,0.79431,0.000676802,0.000676802,0.000676802
32,1688.56,0.5599,0.33179,0.81854,0.99576,0.99461,0.99456,0.91537,0.44747,0.2698,0.79207,0.000643795,0.000643795,0.000643795
33,1738.79,0.5445,0.32595,0.81707,0.99465,0.99458,0.99441,0.91255,0.44348,0.26802,0.79253,0.000610789,0.000610789,0.000610789
34,1789.19,0.54295,0.32458,0.81665,0.99518,0.9957,0.99481,0.92334,0.43276,0.26046,0.78947,0.000577782,0.000577782,0.000577782
35,1839.4,0.53603,0.3216,0.8163,0.99536,0.99566,0.99471,0.92638,0.42223,0.25997,0.78924,0.000544776,0.000544776,0.000544776
36,1893.05,0.53146,0.31813,0.81431,0.99637,0.99585,0.99482,0.92995,0.41246,0.25265,0.78795,0.000511769,0.000511769,0.000511769
37,1945.53,0.51439,0.31186,0.81227,0.99471,0.99507,0.99478,0.93016,0.41612,0.25347,0.78791,0.000478762,0.000478762,0.000478762
38,1997.4,0.51522,0.31215,0.81244,0.99717,0.99584,0.99476,0.93186,0.40931,0.24733,0.78787,0.000445756,0.000445756,0.000445756
39,2124.93,0.50594,0.30654,0.81122,0.99658,0.99591,0.9948,0.93489,0.40231,0.24614,0.78575,0.000412749,0.000412749,0.000412749
40,2175.8,0.50127,0.3059,0.81097,0.99587,0.99603,0.99477,0.93202,0.41048,0.2446,0.78669,0.000379743,0.000379743,0.000379743
41,2261.95,0.47267,0.28679,0.80175,0.99566,0.99521,0.99475,0.93218,0.41591,0.24978,0.78749,0.000346736,0.000346736,0.000346736
42,2308.26,0.44712,0.27233,0.79756,0.99638,0.99538,0.99475,0.93449,0.40125,0.24174,0.78592,0.000313729,0.000313729,0.000313729
43,2355.58,0.42922,0.26445,0.79447,0.99657,0.99603,0.9948,0.93821,0.39869,0.24049,0.78546,0.000280723,0.000280723,0.000280723
44,2402.98,0.42529,0.26245,0.79381,0.99686,0.99597,0.99479,0.94281,0.37726,0.23441,0.78374,0.000247716,0.000247716,0.000247716
45,2450.03,0.41208,0.25718,0.79239,0.99747,0.997,0.9948,0.94721,0.37145,0.23061,0.78243,0.00021471,0.00021471,0.00021471
46,2497.49,0.40787,0.25474,0.79269,0.99697,0.99633,0.99477,0.95043,0.35907,0.22748,0.78073,0.000181703,0.000181703,0.000181703
47,2544.73,0.39793,0.25006,0.79146,0.99734,0.99661,0.9948,0.9526,0.35302,0.22345,0.78034,0.000148696,0.000148696,0.000148696
48,2591.93,0.39062,0.24783,0.79062,0.99787,0.99671,0.99485,0.95452,0.34627,0.21908,0.78005,0.00011569,0.00011569,0.00011569
49,2639.28,0.37914,0.24233,0.78991,0.99791,0.99648,0.99482,0.95735,0.33761,0.2173,0.77915,8.26832e-05,8.26832e-05,8.26832e-05
50,2686.7,0.37506,0.24189,0.78784,0.99834,0.99686,0.99481,0.95721,0.33779,0.21669,0.77905,4.96766e-05,4.96766e-05,4.96766e-05
