datetime,date,weather,camera,slot_id,occupied,conf,iou,label_id,hour,dow
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,216,0,0.9501,0.9841,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,217,0,0.939,0.9486,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,244,0,0.9168,0.865,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,245,0,0.9372,0.8431,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,246,0,0.9323,0.9006,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,247,0,0.9407,0.9647,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,248,0,0.9574,0.9643,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,249,0,0.9566,0.9419,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,250,0,0.9599,0.9763,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,251,0,0.9514,0.9647,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,252,0,0.9549,0.9881,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,253,0,0.9409,0.9419,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,254,0,0.9395,0.9084,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,255,0,0.9322,0.9467,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,280,0,0.9108,0.8675,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,281,0,0.9208,0.8939,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,282,0,0.9453,0.9077,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,283,0,0.9514,0.9273,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,284,0,0.9435,0.9273,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,285,0,0.948,0.913,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,286,0,0.9428,0.9552,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,287,0,0.9294,0.9701,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,288,1,0.9421,0.9701,0,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,289,0,0.9418,0.9557,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,290,0,0.9439,0.9848,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,291,0,0.9336,0.9697,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,292,0,0.9323,0.9497,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,293,0,0.8822,0.9333,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,313,0,0.8662,0.9423,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,314,0,0.9118,0.9057,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,315,0,0.9198,0.8882,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,316,0,0.9235,0.9608,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,317,0,0.9216,0.9292,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,318,0,0.9203,0.9292,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,319,0,0.9246,0.879,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,320,0,0.9237,0.9289,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,321,0,0.9179,0.9286,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,322,0,0.9439,0.9636,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,323,1,0.9335,0.9107,0,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,324,0,0.929,0.9464,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,325,1,0.9433,0.9129,0,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,326,0,0.9099,0.964,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,327,0,0.922,0.9633,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,328,1,0.893,0.906,0,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,329,0,0.9088,0.9804,1,7,3
2015-11-12 07:13:00,2015-11-12,SUNNY,camera8,330,0,0.9071,0.9053,1,7,3
2015-11-12 07:14:00,2015-11-12,SUNNY,camera2,601,0,0.935,0.9655,1,7,3
2015-11-12 07:14:00,2015-11-12,SUNNY,camera2,602,0,0.9572,0.9826,1,7,3
2015-11-12 07:14:00,2015-11-12,SUNNY,camera2,603,0,0.9384,0.9826,1,7,3
2015-11-12 07:14:00,2015-11-12,SUNNY,camera2,184,0,0.945,0.9658,1,7,3
2015-11-12 07:14:00,2015-11-12,SUNNY,camera2,185,1,0.9435,0.9662,0,7,3
2015-11-12 07:14:00,2015-11-12,SUNNY,camera2,186,1,0.9476,0.9497,0,7,3
2015-11-12 07:14:00,2015-11-12,SUNNY,camera2,187,0,0.9504,0.9717,1,7,3
2015-11-12 07:14:00,2015-11-12,SUNNY,camera2,188,0,0.9299,0.9536,1,7,3
2015-11-12 07:14:00,2015-11-12,SUNNY,camera2,221,0,0.8973,0.9133,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,604,0,0.9136,0.9729,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,605,0,0.9444,0.9477,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,606,0,0.9358,0.9167,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,187,0,0.9214,0.9499,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,188,0,0.9374,0.9573,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,189,0,0.9512,0.9768,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,190,0,0.9415,0.9844,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,191,0,0.9333,0.9786,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,192,0,0.9536,0.9787,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,193,0,0.9388,0.9857,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,221,0,0.9486,0.9647,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,222,0,0.9563,0.9765,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,223,0,0.9486,0.9765,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,224,0,0.9512,0.9763,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,225,0,0.9305,0.9593,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,262,0,0.915,0.9336,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,263,0,0.91,0.9661,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,297,0,0.892,0.9132,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,298,1,0.9092,0.9419,0,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,299,0,0.9161,0.8731,1,7,3
2015-11-12 07:15:00,2015-11-12,SUNNY,camera3,300,0,0.8701,0.8893,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,606,0,0.9354,0.9284,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,607,0,0.9449,0.9047,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,608,1,0.931,0.9864,0,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,192,0,0.9535,0.9662,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,193,0,0.9277,0.9921,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,194,0,0.9456,0.9541,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,195,0,0.9546,0.9648,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,196,1,0.9553,0.9647,0,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,221,0,0.9362,0.976,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,222,0,0.9424,0.9648,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,223,0,0.9436,0.9647,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,224,0,0.9474,0.9763,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,225,0,0.9554,0.965,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,226,0,0.9487,0.9647,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,227,0,0.9473,0.9762,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,228,0,0.9588,0.9417,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,229,0,0.9437,0.965,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,230,0,0.9394,0.9591,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,231,0,0.8607,0.9598,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,262,0,0.9353,0.9701,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,263,0,0.9364,0.9552,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,264,0,0.9417,0.9848,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,265,0,0.9472,1.0,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,266,0,0.9446,0.955,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,267,0,0.9515,0.9557,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,268,0,0.9235,0.9333,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,269,0,0.9014,0.8881,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,297,0,0.9075,0.9636,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,298,1,0.9209,0.9129,0,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,299,0,0.9306,0.9292,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,300,0,0.9268,0.9464,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,301,0,0.9294,0.9292,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,302,0,0.9156,0.896,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,303,0,0.9228,0.9123,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,304,0,0.9289,0.9636,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,305,0,0.9093,0.8886,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera4,306,0,0.8921,0.9245,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,609,1,0.9348,0.8776,0,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,197,0,0.948,0.9186,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,198,0,0.9526,0.9469,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,199,0,0.953,0.9716,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,200,0,0.9573,0.9439,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,201,0,0.9521,0.9577,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,202,0,0.9135,0.9244,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,228,0,0.937,0.8988,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,229,0,0.9422,0.9088,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,230,0,0.9411,0.8985,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,231,0,0.9402,0.8993,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,232,0,0.9523,0.8988,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,233,0,0.9487,0.8985,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,234,0,0.9473,0.8883,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,235,0,0.9519,0.8988,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,236,0,0.9433,0.8779,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,237,1,0.9063,0.8831,0,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,264,0,0.923,0.8604,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,265,0,0.9446,0.8863,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,266,0,0.9513,0.9002,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,267,0,0.9378,0.8994,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,268,0,0.9434,0.8602,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,269,0,0.9224,0.8602,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,270,0,0.9465,0.8604,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,271,0,0.9396,0.8727,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,272,0,0.947,0.8604,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,273,0,0.9278,0.8615,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,274,0,0.9455,0.8731,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,275,0,0.9113,0.918,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,276,0,0.9139,0.9191,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,297,0,0.878,0.8656,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,298,1,0.9201,0.8348,0,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,299,0,0.9313,0.896,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,300,0,0.9258,0.8969,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,301,0,0.9207,0.896,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,302,0,0.9185,0.8793,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,303,0,0.9108,0.8181,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,304,0,0.9018,0.7732,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,305,0,0.9253,0.82,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,306,0,0.9312,0.8066,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,307,0,0.9128,0.896,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,308,0,0.9242,0.8805,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,309,0,0.917,0.8639,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,310,0,0.9279,0.8653,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,311,0,0.9216,0.9064,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera5,312,0,0.8974,0.8893,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,610,1,0.9364,0.9481,0,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,201,0,0.907,0.9557,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,202,0,0.9475,0.9767,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,203,0,0.9477,0.9617,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,204,0,0.9518,0.984,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,205,1,0.9351,0.9658,0,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,232,0,0.9346,0.9763,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,233,0,0.9505,0.9762,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,234,0,0.9452,0.9765,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,235,0,0.9497,0.9762,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,236,0,0.9527,0.9763,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,237,1,0.9506,0.9763,0,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,238,0,0.9525,0.988,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,239,0,0.9547,0.965,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,240,0,0.951,0.9647,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,241,0,0.9475,0.9726,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,242,0,0.9159,0.9332,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,268,0,0.9377,0.9,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,269,0,0.9368,0.9559,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,270,0,0.9478,0.9697,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,271,0,0.9519,0.9701,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,272,0,0.9563,0.9848,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,273,0,0.9437,0.9701,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,274,0,0.9439,1.0,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,275,0,0.9431,0.9701,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,276,0,0.9471,0.9699,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,277,0,0.9477,0.9552,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,278,0,0.9433,0.9552,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,279,0,0.9329,0.95,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,280,0,0.9027,0.9655,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,304,0,0.9043,0.9135,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,305,0,0.9234,0.9295,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,306,0,0.9309,0.964,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,307,0,0.9366,0.9818,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,308,0,0.9337,1.0,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,309,0,0.9324,0.964,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,310,0,0.9332,0.9815,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,311,0,0.9251,0.9815,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,312,0,0.9184,0.9461,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,313,0,0.9153,0.9636,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,314,0,0.9273,0.9818,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,315,0,0.9152,0.9818,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,316,0,0.9003,0.9423,1,7,3
2015-11-12 07:16:00,2015-11-12,SUNNY,camera6,317,0,0.8958,0.9608,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,611,0,0.9371,0.9728,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,612,0,0.9491,0.9349,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,206,0,0.9621,1.0,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,207,0,0.9632,0.9766,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,208,1,0.954,0.9929,0,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,209,0,0.9536,0.9928,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,210,0,0.949,0.984,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,211,0,0.9224,0.9342,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,238,0,0.8981,0.8968,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,239,0,0.93,0.9545,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,240,0,0.9411,0.9861,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,241,0,0.9414,0.9587,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,242,0,0.9484,0.9881,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,243,0,0.9455,0.9765,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,244,0,0.9569,0.9881,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,245,0,0.9389,1.0,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,246,0,0.9423,0.9763,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,247,0,0.9515,0.974,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,248,0,0.9219,0.9739,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,274,0,0.9026,0.943,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,275,0,0.9399,1.0,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,276,0,0.9277,0.9831,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,277,0,0.9499,0.9848,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,278,0,0.9388,0.9848,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,279,0,0.9459,0.9412,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,280,0,0.9468,0.9552,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,281,0,0.9468,0.9557,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,282,0,0.9443,0.9699,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,283,0,0.9448,0.9848,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,284,0,0.9461,0.9851,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,285,0,0.923,0.9531,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,286,0,0.9117,0.9839,1,7,3
2015-11-12 07:17:00,2015-11-12,SUNNY,camera7,309,0,0.9068,1.0,1,7,3
